@relation 'spambase_principal components-weka.filters.unsupervised.attribute.PrincipalComponents-R0.75-A5-M-1-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.InfoGainAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N -1-weka.filters.unsupervised.attribute.Remove-R6-31-weka.filters.unsupervised.attribute.Remove-R4-5'

@attribute '0.348word_freq_857+0.348word_freq_415+0.32 word_freq_direct+0.317word_freq_technology+0.312word_freq_telnet...' numeric
@attribute -0.272word_freq_your-0.252capital_run_length_longest-0.248word_freq_000-0.236char_freq_$-0.235word_freq_order... numeric
@attribute '-0.303word_freq_font-0.299word_freq_business-0.299char_freq_;+0.29 word_freq_addresses-0.274word_freq_credit...' numeric
@attribute Class {1,0}

@data
-1.232091,-1.682281,-0.098114,1
-0.232837,0.012034,0.099744,1
-0.524101,-0.529643,-0.000611,1
0.098987,1.641392,0.421282,1
-0.895931,-0.126631,-0.283168,1
-1.008479,-0.947339,-0.02109,1
-1.156837,-1.567276,0.370737,1
-1.062856,-1.03986,-0.131531,1
-0.696315,-0.712803,-0.191901,1
-1.122925,-0.875552,-2.265975,1
-0.993084,-0.090659,-0.926883,1
-0.734246,-0.754293,0.390109,1
-0.617865,0.789144,0.308179,1
-1.016415,-0.622831,0.108211,1
-0.915917,-0.709517,-0.335354,1
-1.008479,-0.947339,-0.02109,1
-0.458698,0.003816,-0.512601,1
-0.915917,-0.709517,-0.335354,1
-0.871862,-0.030512,-0.561145,1
-0.915745,-0.967625,-0.539558,1
-1.002676,-0.905623,-0.029625,1
-0.651525,0.376043,0.747138,1
-0.734246,-0.754293,0.390109,1
-0.659626,0.277697,0.752208,1
-1.72544,-8.024276,-2.616073,1
-0.698649,0.288477,0.661903,1
-1.506773,-2.63721,-1.89456,1
-0.376866,1.389708,0.361636,1
-1.480071,-3.362405,0.595651,1
-0.778774,-1.24383,-1.192042,1
-0.786183,0.353182,-0.254054,1
-1.06253,-1.038927,-0.13407,1
-1.586129,-3.293662,-0.536505,1
-1.02292,-0.831537,0.056554,1
-1.531003,-5.231162,3.800746,1
-0.6277,0.596852,0.192227,1
-0.883522,-1.053586,0.814259,1
-1.145602,-1.522434,0.386469,1
-1.14612,-1.525154,0.38674,1
-1.276103,-2.913888,-0.302969,1
-1.016359,-1.084915,0.08741,1
-1.374457,-4.954383,3.113285,1
-0.832129,-0.526433,-0.49905,1
-0.048211,1.36226,0.412836,1
-0.982553,-4.486241,3.654954,1
-0.854171,-0.348977,-0.542164,1
-1.276651,-2.917035,-0.303266,1
0.362362,0.573278,0.998722,1
-0.794613,-0.117297,0.136148,1
-1.016727,-0.981653,-1.455922,1
-1.331477,-4.174993,2.566417,1
-0.674785,0.405987,-0.44929,1
-1.037679,-1.114477,-1.977075,1
-1.311634,-1.793985,0.267555,1
-0.655236,0.507327,0.151956,1
-0.324806,-1.536141,-2.234211,1
-0.732844,-0.334986,-0.171539,1
-1.016423,-1.085223,0.087505,1
-1.210895,-1.706151,-0.774807,1
-0.609959,-0.418,0.229049,1
-0.52354,-0.263286,0.671705,1
-0.767731,0.021321,0.540606,1
-1.527904,-5.216511,3.788286,1
-0.616002,-0.350338,0.508312,1
-0.886979,-0.524415,-0.159559,1
-0.819879,-0.896894,0.042078,1
-1.033327,-0.777076,-3.63625,1
-1.149387,-1.425304,-0.238109,1
-1.269211,-3.235882,-3.174962,1
-0.99137,-0.825944,-2.481778,1
-0.933663,-0.624047,-2.337617,1
-1.603649,-4.273119,0.731555,1
-0.976892,-4.071633,-3.371231,1
-0.728547,-0.393543,0.255209,1
-1.028149,-1.004526,-1.113003,1
-0.86532,-0.142702,0.22266,1
-1.713394,-4.42185,1.470856,1
-0.728547,-0.393543,0.255209,1
-0.663157,0.207193,-0.196535,1
-1.260869,-1.136711,-1.290701,1
-1.275138,-2.147486,-0.290836,1
-1.053784,-0.929485,-0.317217,1
-0.873208,-3.103521,2.772317,1
-0.917222,-0.021508,0.233574,1
-0.873208,-3.103521,2.772317,1
-0.803245,-0.342236,0.777601,1
-0.992431,-0.414959,-0.660385,1
-1.590609,-3.314467,-0.521165,1
-0.615052,0.616823,0.410394,1
-0.699271,0.173198,0.420251,1
-0.571333,0.332509,-0.216462,1
-1.227709,-1.665177,0.647765,1
-0.587864,0.026055,1.004023,1
-1.200586,-1.664948,-2.133227,1
-1.793386,-6.125291,0.35649,1
-1.694598,-3.80568,6.77756,1
-0.254424,0.697314,0.390126,1
-0.742628,-0.040127,0.493115,1
-0.739471,0.74266,-5.831059,1
-0.74196,-0.405905,0.254451,1
0.059011,-0.422092,-0.605122,1
0.059011,-0.422092,-0.605122,1
-0.173433,-0.799922,-1.224786,1
-0.720243,0.269128,0.315856,1
-0.934327,-3.648407,3.073851,1
-1.236033,-1.056911,-1.405474,1
-1.041796,-0.893396,-0.306279,1
-0.653825,0.118948,0.165715,1
-0.583714,0.212614,0.428047,1
-0.638303,-0.074064,-1.502731,1
-0.715381,0.459204,-2.684604,1
-0.772565,0.425119,-2.926987,1
-0.703326,0.435002,-0.780203,1
-0.676913,0.505018,0.249163,1
-0.794697,0.2269,-0.189773,1
-0.579546,0.035243,1.018413,1
-0.636541,0.531402,1.180461,1
-2.075154,-5.70399,2.333435,1
-1.372169,-3.282001,-3.365252,1
-0.974414,-1.307019,-0.016116,1
-0.528969,1.096,0.350325,1
-0.694213,0.682409,0.273711,1
-0.870021,0.205492,0.190516,1
-0.563415,1.005296,0.334083,1
-0.665901,0.122164,-0.556516,1
-0.743087,-0.362059,-0.19535,1
-1.027675,-1.155285,-0.106603,1
-0.649976,-0.221033,1.182655,1
-0.710894,0.611447,0.263607,1
-0.649976,-0.221033,1.182655,1
-0.220287,0.389428,-0.64156,1
-0.499672,0.247329,-0.560329,1
-1.268306,-2.042971,-1.988277,1
-0.582134,0.886071,0.325088,1
-0.669189,0.023486,0.836814,1
-1.351392,-3.011113,-2.212688,1
-1.325222,-3.107174,-2.395497,1
-1.953768,-5.500513,-4.573011,1
-1.375769,-3.193657,-2.48945,1
-1.629209,-3.723898,-2.509926,1
-1.527904,-5.216511,3.788286,1
-1.085577,-2.606977,2.645812,1
-1.460244,-2.595536,2.488514,1
-0.92504,-2.393917,-0.882758,1
-1.375769,-3.193657,-2.48945,1
-0.76332,0.450298,-2.834668,1
-1.129486,-1.407648,0.349005,1
-0.278166,0.814746,0.87131,1
-0.536324,1.093,0.347393,1
-1.461955,-2.285597,-1.791707,1
-1.241405,-2.275546,0.980624,1
-1.588191,-4.122792,0.739338,1
-0.349814,1.491811,0.432469,1
-0.612099,-0.101197,1.031548,1
-1.217924,-5.128794,4.7056,1
-1.528149,-5.217866,3.788267,1
-0.359284,0.43419,-0.110278,1
-0.757506,-2.125937,0.482717,1
-0.365203,0.260196,0.394612,1
-1.328426,-2.466559,0.878598,1
-1.149404,-1.61562,-0.688003,1
-1.360137,-2.638448,-0.046536,1
-1.215024,-2.434684,1.053112,1
-1.023234,-0.950793,-0.18014,1
-0.850876,-3.945635,3.218661,1
-1.503119,-5.492585,0.307468,1
-1.846042,-4.652569,2.066975,1
-0.605686,0.501438,-0.187922,1
-1.302119,-2.852358,-0.539401,1
-0.267388,0.855336,0.870903,1
-0.898955,-0.812667,1.510098,1
-0.544718,-0.028544,-0.471851,1
-0.927266,-0.325093,0.735516,1
-0.923322,-0.313271,0.730172,1
-1.756339,-5.398398,4.114547,1
-0.898343,-2.456172,-0.409184,1
-0.894287,-0.595128,0.078259,1
-0.818635,-3.389897,2.890217,1
-0.808893,-0.864456,0.047662,1
-0.552152,0.8132,0.047536,1
-0.808893,-0.864456,0.047662,1
-1.507995,-3.416534,0.494532,1
-0.92899,-0.542151,-0.91258,1
-1.484164,-2.897195,2.581298,1
-1.516959,-3.029962,2.656741,1
0.473323,-0.894086,1.096474,1
-0.96562,-1.341533,0.59666,1
-0.266131,0.852675,0.876303,1
-0.269085,0.873069,0.858984,1
-0.637013,0.017737,0.764457,1
-1.078902,-1.228616,-0.963265,1
-0.855176,-0.686768,-0.042658,1
-0.892759,-0.902131,-0.705479,1
-0.828562,-0.746809,0.140731,1
-0.971304,-0.659319,-0.079576,1
-1.116624,-1.032725,-2.094032,1
-0.572847,-1.802488,-0.49024,1
-2.059554,-3.943014,0.185294,1
-0.551934,0.813794,0.04764,1
-0.800577,-0.238499,0.533516,1
-1.019685,-1.136932,-0.366364,1
-0.843132,-0.471006,-0.458157,1
-0.634545,0.675664,0.453638,1
-1.4967,-3.160303,-1.864512,1
-1.506066,-2.717932,-2.9058,1
-1.32275,-3.094328,2.833748,1
-1.606905,-4.33842,0.737554,1
-1.538512,-3.467948,-2.184249,1
-1.044832,-0.984693,-0.047574,1
-1.061767,-1.329893,-1.542204,1
-1.091916,-2.762388,-0.070936,1
-0.838344,-0.141051,0.061857,1
-0.561847,-0.307923,-0.009275,1
-1.192018,-1.625947,-0.628945,1
-1.076617,-1.413632,-0.094611,1
-0.958241,-0.320414,-1.131732,1
-1.297961,-2.001394,-0.456351,1
-1.298372,-2.000868,-0.45627,1
-0.698035,0.13895,0.212408,1
-0.824563,0.183503,-0.737411,1
-0.644717,-0.011119,0.669365,1
-1.52303,-3.613164,1.016356,1
-0.913105,-0.621751,-3.579849,1
-0.561253,0.272361,-0.926265,1
-0.948486,-0.699171,-3.31487,1
-1.286203,-1.922535,-1.604394,1
-0.909477,-0.300706,0.032466,1
-1.497844,-3.506907,0.390229,1
-1.49796,-3.509649,0.39162,1
-1.497727,-3.504164,0.388839,1
-0.824563,0.183503,-0.737411,1
0.383683,0.559403,1.016721,1
-1.263498,-2.643914,0.211639,1
0.002572,-2.92433,0.718363,1
-0.887298,-0.569571,0.097383,1
-1.255967,-2.61757,0.234388,1
-1.49796,-3.509649,0.39162,1
-0.772701,-1.047826,0.65372,1
-0.840425,-0.308843,0.055034,1
-1.079458,-1.242739,-0.450336,1
-0.697507,0.159438,0.216754,1
-0.887056,-0.12078,-0.31523,1
-1.013699,-0.666586,-1.27328,1
-1.192554,-2.688037,0.449799,1
-1.076169,-0.984882,-2.893952,1
-0.608549,0.047824,1.150778,1
-0.448205,0.558428,-0.283166,1
-1.69341,-5.371496,0.732736,1
-0.959527,-0.469536,1.112663,1
-0.797272,-0.178264,-0.092578,1
-0.622999,-0.017203,0.927318,1
-1.079269,-1.229362,-0.963708,1
-1.728752,-4.478478,1.309485,1
-1.202742,-1.761043,0.438979,1
-1.124671,-2.653785,-2.170608,1
-1.278619,-3.265149,-3.010159,1
-1.356404,-2.635977,-0.425264,1
-1.003689,-1.061304,0.336894,1
-0.653088,0.406579,-2.029786,1
-1.21981,-1.782427,-0.808026,1
-0.711947,0.118308,-0.484784,1
-0.895939,-0.599876,0.070714,1
-1.349198,-4.275992,2.684597,1
-1.472191,-2.877366,2.45773,1
-1.557257,-4.960474,2.789194,1
-1.349198,-4.275992,2.684597,1
-1.528397,-3.553942,0.572732,1
-1.114424,-0.8815,0.245027,1
-0.738982,-0.390404,0.238741,1
-0.959527,-0.469536,1.112663,1
-0.919073,-0.29998,0.73054,1
-0.861388,-0.467977,2.065884,1
-0.804913,0.147682,-1.617833,1
-0.893973,-0.331307,-0.912769,1
-0.871908,-0.076033,-0.294976,1
-1.312801,-2.857343,-0.238146,1
-0.822273,-0.519984,-1.561842,1
-1.02976,-1.635013,0.788129,1
-0.498477,-0.399762,0.116725,1
-0.380823,1.125107,0.54721,1
-1.570983,-3.517655,1.24863,1
-1.315082,-2.06913,-1.198395,1
-1.311343,-2.887676,-0.013942,1
-0.755771,0.485031,0.027312,1
-1.530689,-3.618496,0.587584,1
-0.87937,-0.097705,-0.304919,1
-0.781057,-0.716654,0.732511,1
-0.706866,0.012224,0.565956,1
-1.538473,-3.469879,-2.183646,1
-0.813824,-0.359801,0.638013,1
-1.333029,-2.928335,-1.254559,1
-1.634654,-3.003042,-2.476157,1
-1.471695,-2.875817,2.456868,1
-1.102075,-1.31845,0.781434,1
-2.248056,-7.218733,-7.63298,1
-0.682984,-0.334816,-0.147149,1
-1.403238,-1.863184,-1.820964,1
-1.128631,-0.967328,-1.563214,1
-1.912379,-5.90197,-7.152215,1
-0.998957,-0.2664,-0.736327,1
-0.767185,-0.509986,0.619618,1
-0.611976,-3.191832,-3.718,1
-0.684761,-0.377469,-0.442677,1
-1.141648,-1.507911,1.581273,1
-0.78253,-0.250007,0.572159,1
-0.705312,0.100032,-0.262346,1
-1.004287,-1.306956,-0.36437,1
-1.303636,-2.070989,0.502758,1
-1.27032,-2.49292,-0.97846,1
-1.0009,-1.668614,-1.017938,1
-0.663322,-0.398522,0.528848,1
-1.187392,-1.440912,1.247512,1
-0.843231,-0.610465,-1.341548,1
-0.568189,1.042312,0.33431,1
-0.650429,-0.482991,0.457949,1
-1.761641,-4.568696,1.615489,1
-1.248721,-2.180744,-0.271267,1
-1.483581,-2.915686,0.373232,1
-0.197157,0.522031,0.18048,1
-0.820877,-0.399959,0.579155,1
-1.183672,-1.665932,-0.570184,1
-0.993808,-0.56392,-2.148423,1
-1.215683,-2.646521,2.303697,1
-1.082144,-1.324703,1.086552,1
-1.538331,-5.939577,-2.114781,1
-0.798112,-0.463139,-0.877505,1
-0.903874,0.056166,-0.140241,1
-0.98966,-2.494183,1.006739,1
-0.877963,-0.661587,-0.25901,1
-0.773882,-0.003775,1.02185,1
-1.280337,-2.792242,0.030397,1
-0.989994,-2.495277,1.00691,1
-1.74656,-4.259767,0.514278,1
0.133159,0.378073,0.169298,1
-1.003339,-1.097108,0.241317,1
-1.258348,-2.517506,-0.466267,1
-0.956839,-0.825121,-0.490115,1
-1.161699,-1.512183,0.720269,1
-1.53645,-3.66853,0.603696,1
-1.378882,-2.931248,0.387041,1
