-0.00853,-0.033168,-0.0892,0.061362,1
-0.107859,0.11329,0.019845,0.070567,2
-0.014782,0.034139,0.042777,0.031861,2
-0.093614,0.094847,0.027791,0.041178,2
0.017019,0.032575,-0.085663,-0.12461,2
-0.035563,0.107527,-0.028727,-0.007601,2
-0.057024,-0.091175,0.053631,-0.088709,2
0.000683,-0.018281,0.088148,0.023462,2
0.030335,-0.059467,-0.072961,-0.137776,2
-0.113685,0.073184,-0.00162,0.00213,2
0.084465,-0.06512,-0.00386,-0.099358,2
-0.003918,-0.002636,-0.131453,-0.184443,2
0.048747,0.007841,0.014637,-0.01615,2
-0.118724,0.100496,-0.125609,-0.102207,2
-0.065891,-0.033648,0.050683,-0.048469,2
0.069703,0.018859,-0.035096,-0.023083,2
-0.053453,0.113981,-0.008911,0.052508,2
0.02293,-0.107798,0.082663,-0.066952,2
-0.119411,-0.044984,0.000294,-0.076391,2
-0.011153,0.160048,-0.125023,-0.092551,2
-0.047021,-0.0022,-0.052855,-0.097178,2
0.079933,-0.066464,0.103046,-0.022657,2
-0.009129,0.079567,-0.050083,-0.013766,2
-0.068077,0.064843,-0.026502,-0.080162,2
-0.140367,-0.056003,0.050027,-0.069457,2
-0.063535,0.078876,-0.021327,0.004293,2
-0.049197,0.108981,-0.017959,0.032284,2
-0.11404,0.120709,-0.022667,0.001923,2
-0.024098,0.090643,0.02336,0.014513,2
0.002853,-0.002852,0.025295,-0.038537,2
-0.034321,0.049357,-0.086824,-0.053376,2
-0.029293,0.009357,-0.074916,-0.110195,2
-0.052753,0.006242,-0.078899,-0.108235,2
-0.0186,0.027473,-0.043786,-0.051485,2
-0.042268,-0.048544,0.05691,-0.09752,2
0.032663,-0.151777,0.101992,-0.086407,2
0.042838,-0.068124,0.10983,0.019188,2
-0.056937,0.083982,0.021095,0.036135,2
-0.075803,0.142262,-0.110929,-0.075615,2
0.002953,-0.080914,0.048675,-0.048619,2
0.018239,-0.001403,-0.048237,-0.103619,2
-0.071972,-0.104291,0.031551,-0.127195,2
-0.051808,-0.03408,0.056384,-0.030767,2
-0.032683,0.027905,-0.049488,-0.069187,2
0.024858,-0.020489,-0.101338,-0.138544,2
-0.012351,-0.046505,0.005548,-0.087313,2
-0.052319,-0.095153,0.061051,-0.051345,2
-0.015997,-0.058493,0.033309,-0.056594,2
-0.053802,0.034897,-0.001999,-0.015162,2
0.098562,0.036866,-0.12164,-0.080959,2
-0.003135,-0.024947,0.001585,-0.059883,2
0.157942,-0.056476,0.17604,-0.023002,3
0.078264,-0.033508,0.049151,-0.101236,3
-0.017082,0.108275,0.065693,0.009553,3
-0.049142,-0.059995,0.112344,-0.072884,3
0.062523,0.012568,0.101637,-0.03636,3
-0.135721,0.102324,0.108454,0.007747,3
0.12781,-0.137437,0.03869,-0.177031,3
-0.192114,0.044,0.106785,-0.026052,3
-0.097995,0.062804,0.02486,-0.090369,3
0.102501,0.073905,0.158214,0.088828,3
0.084183,0.055145,0.066039,0.024582,3
0.02212,0.065314,0.017191,-0.057283,3
0.051406,0.108535,0.042639,0.009195,3
0.132315,0.014708,-0.000651,-0.119502,3
0.263539,0.047861,0.02272,-0.064508,3
0.172904,0.059057,0.07464,0.016182,3
-0.044793,-0.016448,0.098717,-0.035727,3
-0.112243,-0.008482,0.252476,0.09948,3
-0.10958,0.181941,0.044916,-0.035635,3
-0.068781,0.033285,-0.040637,-0.148038,3
0.094682,0.102776,0.078366,0.035994,3
0.152485,-0.04169,0.05214,-0.090536,3
-0.192213,0.122062,0.083405,-0.01597,3
0.043942,0.089881,-0.016163,-0.043431,3
0.03116,0.002465,0.134464,0.016542,3
-0.144999,0.020716,0.133553,0.017326,3
0.062892,0.067459,-0.000798,-0.035457,3
0.055507,-0.005064,0.059303,-0.0314,3
0.05618,0.037998,0.056881,-0.057913,3
-0.193142,0.048464,0.088161,0.000254,3
-0.133713,0.135764,0.043356,-0.007161,3
-0.155426,0.045824,0.212171,0.130061,3
0.093113,0.057669,0.047852,-0.052667,3
-0.09319,-0.019237,0.055659,-0.063088,3
-0.188972,-0.131694,0.111649,-0.144813,3
0.00064,0.246441,0.015675,0.063999,3
0.175508,-0.026909,0.151735,0.011073,3
-0.039316,-0.055426,0.127094,-0.034959,3
0.073846,-0.010497,0.055956,-0.033921,3
0.060622,0.130092,0.038676,0.036625,3
0.15421,0.112015,0.056941,0.018496,3
0.174905,0.219106,-0.018417,0.068737,3
0.078264,-0.033508,0.049151,-0.101236,3
0.072604,0.047673,0.114053,0.011854,3
0.178892,0.081152,0.098349,0.037528,3
0.170556,0.175559,-0.00479,0.031579,3
0.066182,0.126973,-0.049606,-0.066383,3
0.06949,0.072566,0.041625,-0.003615,3
0.170386,-0.035456,0.144405,0.010511,3
0.038296,-0.082157,0.104655,-0.065268,3
